FECHA,INCIDENTE,CANT_INCIDENTES
May 1 2018,DELINCUENTE CAPTURADO POR CIVIL,2790
May 1 2018,DESARME,1
May 1 2018,DESLIZAMIENTO,32
May 1 2018,DISPAROS,1004
May 1 2018,DOLOR TORACICO,1189
May 1 2018,ELECTROCUCION / RESCATE,29
May 1 2018,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,659
May 1 2018,EMBRIAGUEZ,5523
May 1 2018,ENFERMO,2814
May 1 2018,EVENTO RESPIRATORIO,3168
May 1 2018,EXHIBICIONES Y/O ACTOS OBSCENOS,526
May 1 2018,EXPLOSION,69
May 1 2018,EXTRAVIADOS / DESAPARECIDOS,1410
May 1 2018,FUGA DE GAS NATURAL O PROPANO,766
May 1 2018,FUGA DE PRESOS,163
May 1 2018,HABITANTE DE LA CALLE,2361
May 1 2018,HALLAZGO DE EXPLOSIVOS,100
May 1 2018,HERIDOS,3130
May 1 2018,HURTO EFECTUADO,3145
May 1 2018,INCENDIO CON MATPEL,16
May 1 2018,INCENDIO ESTRUCTURAL,587
May 1 2018,INCENDIO FORESTAL,193
May 1 2018,INCENDIO VEHICULAR,129
May 1 2018,INCIDENTE RESCATE ACUATICO,19
May 1 2018,INCONSCIENTE/PARO CARDIORRESPIRATORIO,4255
May 1 2018,INDEBIDO USO DE ESTABLECIMIENTO,779
May 1 2018,INFORMACION CONFIDENCIAL,538
May 1 2018,INTENTO DE SUICIDIO,823
May 1 2018,INTENTO/VIOLACION DE DOMICILIO,835
May 1 2018,INTOXICACION,642
May 1 2018,INUNDACION,196
May 1 2018,INVASION DE TERRENO O EDIFICIO,184
May 1 2018,LESIONES PERSONALES,5307
May 1 2018,MALTRATO,1761
May 1 2018,MALTRATO A MUJER,11151
May 1 2018,MANIFESTACION / MOTIN,364
May 1 2018,MATPEL,281
May 1 2018,MENOR EN ESTABLECIMIENTO MAYORES,100
May 1 2018,MENOR O PERSONA ABANDONADA,593
May 1 2018,MOVILIDAD / SEÑALIZACION,3557
May 1 2018,MUERTE NATURAL,536
May 1 2018,MUERTO,158
May 1 2018,NARCOTICOS,7817
May 1 2018,PANDILLAS JUVENILES,98
May 1 2018,PATOLOGIA GINECOBSTETRICA,554
May 1 2018,PERSONA O VEHICULO SOSPECHOSO,9439
May 1 2018,PERSONA PIDIENDO AUXILIO,1165
May 1 2018,PERSONA TENDIDA EN LA VIA,617
May 1 2018,POLVORA,34
May 1 2018,PORTE ILEGAL DE ARMAS,1634
May 1 2018,QUEMADURAS,43
May 1 2018,QUEMAS PROHIBIDAS,519
May 1 2018,RAPTO / SECUESTRO,683
May 1 2018,REMISION DINEROS / ACOMPAÑAMIENTO,4138
May 1 2018,RESCATES,164
May 1 2018,RESCATES MONTAÑA,2
May 1 2018,RESTOS HUMANOS,12
May 1 2018,RIÑA,40624
May 1 2018,SANGRADO VAGINAL,50
May 1 2018,SINTOMAS GASTROINTESTINALES,1374
May 1 2018,SOLICITUD APOYO / DESACATO,1308
May 1 2018,SUPLANTACION DE PROFESION U OFICIO,395
May 1 2018,TRASTORNO MENTAL,1966
May 1 2018,VEHICULO ABANDONADO/MAL ESTACIONADO,8430
May 1 2018,VEHICULO HURTADO,1237
May 1 2018,VEHICULO PELIGROSO,3098
May 1 2018,VEHICULO RECUPERADO,90
May 1 2018,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,1883
May 1 2018,VERIFICAR SITUACION,15121
May 1 2018,VIOLENCIA SEXUAL,395
May 1 2019,ABEJAS,534
May 1 2019,ABORTO,3
May 1 2019,ABRIR DOMICILIO,161
May 1 2019,ACCIDENTE CEREBRO VASCULAR,944
May 1 2019,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,10270
May 1 2019,ACCIDENTE TRANSITO SIMPLE,16717
May 1 2019,ACTOS CONTRA EL AMBIENTE,2406
May 1 2019,ALARMA,2558
May 1 2019,ALTERACION DEL ORDEN PUBLICO,26195
May 1 2019,AMENAZA DE RUINA,64
May 1 2019,ANIMAL ATRAPADO,333
May 1 2019,ANIMAL MALTRATADO,3119
May 1 2019,ANIMAL PELIGROSO,1283
May 1 2019,ATRACO / HURTO EN PROCESO,8385
May 1 2019,CAIDA DE ALTURA,719
May 1 2019,CONVULSION,1760
May 1 2019,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2483
May 1 2019,DAÑOS EN SERVICIOS PUBLICOS,1728
May 1 2019,DELINCUENTE CAPTURADO POR CIVIL,2676
May 1 2019,DESLIZAMIENTO,13
May 1 2019,DISPAROS,1003
May 1 2019,DOLOR TORACICO,1351
May 1 2019,ELECTROCUCION / RESCATE,37
May 1 2019,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,758
May 1 2019,EMBRIAGUEZ,4480
May 1 2019,ENFERMO,2904
May 1 2019,EVENTO RESPIRATORIO,2555
May 1 2019,EXHIBICIONES Y/O ACTOS OBSCENOS,570
May 1 2019,EXPLOSION,88
May 1 2019,EXTRAVIADOS / DESAPARECIDOS,1288
May 1 2019,FUGA DE GAS NATURAL O PROPANO,996
May 1 2019,FUGA DE PRESOS,133
May 1 2019,HABITANTE DE LA CALLE,1789
May 1 2019,HALLAZGO DE EXPLOSIVOS,132
May 1 2019,HERIDOS,3357
May 1 2019,HURTO EFECTUADO,3218
May 1 2019,INCENDIO CON MATPEL,12
May 1 2019,INCENDIO ESTRUCTURAL,641
May 1 2019,INCENDIO FORESTAL,202
May 1 2019,INCENDIO VEHICULAR,94
May 1 2019,INCIDENTE RESCATE ACUATICO,15
May 1 2019,INCONSCIENTE/PARO CARDIORRESPIRATORIO,3900
May 1 2019,INDEBIDO USO DE ESTABLECIMIENTO,293
May 1 2019,INFORMACION CONFIDENCIAL,416
May 1 2019,INTENTO DE SUICIDIO,990
May 1 2019,INTENTO/VIOLACION DE DOMICILIO,827
May 1 2019,INTOXICACION,605
May 1 2019,INUNDACION,228
May 1 2019,INVASION DE TERRENO O EDIFICIO,254
May 1 2019,LESIONES PERSONALES,5552
May 1 2019,MALTRATO,2088
May 1 2019,MALTRATO A MUJER,9656
May 1 2019,MANIFESTACION / MOTIN,189
May 1 2019,MATPEL,274
May 1 2019,MENOR EN ESTABLECIMIENTO MAYORES,84
May 1 2019,MENOR O PERSONA ABANDONADA,607
May 1 2019,MOVILIDAD / SEÑALIZACION,3621
May 1 2019,MUERTE NATURAL,457
May 1 2019,MUERTO,146
May 1 2019,NARCOTICOS,8270
May 1 2019,PANDILLAS JUVENILES,99
May 1 2019,PATOLOGIA GINECOBSTETRICA,561
May 1 2019,PERSONA O VEHICULO SOSPECHOSO,9174
May 1 2019,PERSONA PIDIENDO AUXILIO,1111
May 1 2019,PERSONA TENDIDA EN LA VIA,631
May 1 2019,POLVORA,77
May 1 2019,PORTE ILEGAL DE ARMAS,1638
May 1 2019,QUEMADURAS,41
May 1 2019,QUEMAS PROHIBIDAS,607
May 1 2019,RAPTO / SECUESTRO,610
May 1 2019,REMISION DINEROS / ACOMPAÑAMIENTO,3131
May 1 2019,RESCATES,171
May 1 2019,RESCATES MONTAÑA,2
May 1 2019,RESTOS HUMANOS,9
May 1 2019,RIÑA,38323
May 1 2019,SANGRADO VAGINAL,65
May 1 2019,SINTOMAS GASTROINTESTINALES,1320
May 1 2019,SISMO,3
May 1 2019,SOLICITUD APOYO / DESACATO,1065
May 1 2019,SUPLANTACION DE PROFESION U OFICIO,391
May 1 2019,TRASTORNO MENTAL,2281
May 1 2019,VEHICULO ABANDONADO/MAL ESTACIONADO,8794
May 1 2019,VEHICULO HURTADO,1195
May 1 2019,VEHICULO PELIGROSO,2749
May 1 2019,VEHICULO RECUPERADO,97
May 1 2019,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,1525
May 1 2019,VERIFICAR SITUACION,14824
May 1 2019,VIOLENCIA SEXUAL,418
Nov 1 2014,ABEJAS,735
Nov 1 2014,ABORTO,13
Nov 1 2014,ABRIR DOMICILIO,140
Nov 1 2014,ACCIDENTE CEREBRO VASCULAR,3436
Nov 1 2014,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,17218
Nov 1 2014,ACCIDENTE TRANSITO SIMPLE,21915
Nov 1 2014,ACCION SUBVERSIVA,3
Nov 1 2014,ACTOS CONTRA EL AMBIENTE,2107
Nov 1 2014,ALARMA,2312
Nov 1 2014,ALTERACION DEL ORDEN PUBLICO,25188
Nov 1 2014,AMENAZA DE RUINA,72
Nov 1 2014,ANIMAL ATRAPADO,299
Nov 1 2014,ANIMAL MALTRATADO,1198
Nov 1 2014,ANIMAL PELIGROSO,1032
Nov 1 2014,ATRACO / HURTO EN PROCESO,9763
Nov 1 2014,CAIDA DE ALTURA,4603
Nov 1 2014,CONVULSION,111
Nov 1 2014,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2801
Nov 1 2014,DAÑOS EN SERVICIOS PUBLICOS,3479
Nov 1 2014,DELINCUENTE CAPTURADO POR CIVIL,1754
Nov 1 2014,DESARME,4
Nov 1 2014,DESLIZAMIENTO,58
Nov 1 2014,DISPAROS,1561
Nov 1 2014,DOLOR TORACICO,1256
Nov 1 2014,ELECTROCUCION / RESCATE,41
Nov 1 2014,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,747
Nov 1 2014,EMBRIAGUEZ,3982
Nov 1 2014,EMERGENCIA AEREA,2
Nov 1 2014,ENFERMO,4043
Nov 1 2014,EVENTO RESPIRATORIO,3858
Nov 1 2014,EXHIBICIONES Y/O ACTOS OBSCENOS,615
Nov 1 2014,EXPLOSION,128
Nov 1 2014,EXTRAVIADOS / DESAPARECIDOS,2210
Nov 1 2014,FUGA DE GAS NATURAL O PROPANO,1156
Nov 1 2014,FUGA DE PRESOS,166
Nov 1 2014,HABITANTE DE LA CALLE,1885
Nov 1 2014,HALLAZGO DE EXPLOSIVOS,158
Nov 1 2014,HERIDOS,10
Nov 1 2014,HURTO EFECTUADO,3725
Nov 1 2014,INCENDIO CON MATPEL,41
Nov 1 2014,INCENDIO ESTRUCTURAL,1041
Nov 1 2014,INCENDIO FORESTAL,244
Nov 1 2014,INCENDIO VEHICULAR,156
Nov 1 2014,INCIDENTE RESCATE ACUATICO,66
Nov 1 2014,INCONSCIENTE/PARO CARDIORRESPIRATORIO,6231
Nov 1 2014,INDEBIDO USO DE ESTABLECIMIENTO,324
Nov 1 2014,INFORMACION CONFIDENCIAL,830
Nov 1 2014,INTENTO DE SUICIDIO,822
Nov 1 2014,INTENTO/VIOLACION DE DOMICILIO,1080
Nov 1 2014,INTOXICACION,940
Nov 1 2014,INUNDACION,1349
Nov 1 2014,INVASION DE TERRENO O EDIFICIO,139
Nov 1 2014,LESIONES PERSONALES,8772
Nov 1 2014,MALTRATO,2252
Nov 1 2014,MALTRATO A MUJER,8692
Nov 1 2014,MANIFESTACION / MOTIN,660
Nov 1 2014,MATPEL,252
Nov 1 2014,MENOR EN ESTABLECIMIENTO MAYORES,146
Nov 1 2014,MENOR O PERSONA ABANDONADA,532
Nov 1 2014,MOVILIDAD / SEÑALIZACION,6614
Nov 1 2014,MUERTE NATURAL,351
Nov 1 2014,MUERTO,169
Nov 1 2014,NARCOTICOS,4763
Nov 1 2014,PANDILLAS JUVENILES,425
Nov 1 2014,PATOLOGIA GINECOBSTETRICA,1135
Nov 1 2014,PERSONA O VEHICULO SOSPECHOSO,10609
Nov 1 2014,PERSONA PIDIENDO AUXILIO,1347
Nov 1 2014,PERSONA TENDIDA EN LA VIA,1210
Nov 1 2014,PORTE ILEGAL DE ARMAS,2111
Nov 1 2014,PREVENCION,8
Nov 1 2014,QUEMADURAS,103
Nov 1 2014,QUEMAS PROHIBIDAS,700
Nov 1 2014,RAPTO / SECUESTRO,797
Nov 1 2014,REMISION DINEROS / ACOMPAÑAMIENTO,4906
Nov 1 2014,RESCATES,302
Nov 1 2014,RESCATES MONTAÑA,5
Nov 1 2014,RESTOS HUMANOS,22
Nov 1 2014,RIÑA,43494
Nov 1 2014,SANGRADO VAGINAL,5
Nov 1 2014,SINTOMAS GASTROINTESTINALES,2099
Nov 1 2014,SISMO,2
Nov 1 2014,SOLICITUD APOYO / DESACATO,1691
Nov 1 2014,SUPLANTACION DE PROFESION U OFICIO,432
Nov 1 2014,TRASTORNO MENTAL,2416
Nov 1 2014,VEHICULO ABANDONADO/MAL ESTACIONADO,8422
Nov 1 2014,VEHICULO HURTADO,1062
Nov 1 2014,VEHICULO PELIGROSO,3846
Nov 1 2014,VEHICULO RECUPERADO,98
Nov 1 2014,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,2860
Nov 1 2014,VERIFICAR SITUACION,15330
Nov 1 2014,VIOLENCIA SEXUAL,488
Nov 1 2015,ABEJAS,760
Nov 1 2015,ABORTO,11
Nov 1 2015,ABRIR DOMICILIO,175
Nov 1 2015,ACCIDENTE CEREBRO VASCULAR,3558
Nov 1 2015,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,23140
Nov 1 2015,ACCIDENTE TRANSITO SIMPLE,25770
Nov 1 2015,ACCION SUBVERSIVA,3
Nov 1 2015,ACTOS CONTRA EL AMBIENTE,2546
Nov 1 2015,ALARMA,2620
Nov 1 2015,ALTERACION DEL ORDEN PUBLICO,24608
Nov 1 2015,AMENAZA DE RUINA,53
Nov 1 2015,ANIMAL ATRAPADO,395
Nov 1 2015,ANIMAL MALTRATADO,1491
Nov 1 2015,ANIMAL PELIGROSO,1035
Nov 1 2015,ATRACO / HURTO EN PROCESO,9158
Nov 1 2015,CAIDA DE ALTURA,4845
Nov 1 2015,CONVULSION,91
Nov 1 2015,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2925
Nov 1 2015,DAÑOS EN SERVICIOS PUBLICOS,5360
Nov 1 2015,DELINCUENTE CAPTURADO POR CIVIL,1962
Nov 1 2015,DESLIZAMIENTO,44
Nov 1 2015,DISPAROS,1613
Nov 1 2015,DOLOR TORACICO,1123
Nov 1 2015,ELECTROCUCION / RESCATE,25
Nov 1 2015,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,645
Nov 1 2015,EMBRIAGUEZ,3782
Nov 1 2015,EMERGENCIA AEREA,10
Nov 1 2015,ENFERMO,3727
Nov 1 2015,EVENTO RESPIRATORIO,3714
Nov 1 2015,EXHIBICIONES Y/O ACTOS OBSCENOS,477
Nov 1 2015,EXPLOSION,122
Nov 1 2015,EXTRAVIADOS / DESAPARECIDOS,2029
Nov 1 2015,FUGA DE GAS NATURAL O PROPANO,1725
Nov 1 2015,FUGA DE PRESOS,125
Nov 1 2015,HABITANTE DE LA CALLE,2257
Nov 1 2015,HALLAZGO DE EXPLOSIVOS,156
Nov 1 2015,HERIDOS,10
Nov 1 2015,HURTO EFECTUADO,3037
Nov 1 2015,INCENDIO CON MATPEL,33
Nov 1 2015,INCENDIO ESTRUCTURAL,1370
Nov 1 2015,INCENDIO FORESTAL,742
Nov 1 2015,INCENDIO VEHICULAR,236
Nov 1 2015,INCIDENTE RESCATE ACUATICO,87
Nov 1 2015,INCONSCIENTE/PARO CARDIORRESPIRATORIO,5749
Nov 1 2015,INDEBIDO USO DE ESTABLECIMIENTO,236
Nov 1 2015,INFORMACION CONFIDENCIAL,710
Nov 1 2015,INTENTO DE SUICIDIO,1091
Nov 1 2015,INTENTO/VIOLACION DE DOMICILIO,958
Nov 1 2015,INTOXICACION,999
Nov 1 2015,INUNDACION,917
Nov 1 2015,INVASION DE TERRENO O EDIFICIO,156
Nov 1 2015,LESIONES PERSONALES,8183
Nov 1 2015,MALTRATO,2456
Nov 1 2015,MALTRATO A MUJER,10285
Nov 1 2015,MANIFESTACION / MOTIN,408
Nov 1 2015,MATPEL,519
Nov 1 2015,MENOR EN ESTABLECIMIENTO MAYORES,138
Nov 1 2015,MENOR O PERSONA ABANDONADA,579
Nov 1 2015,MOVILIDAD / SEÑALIZACION,5864
Nov 1 2015,MUERTE NATURAL,311
Nov 1 2015,MUERTO,184
Nov 1 2015,NARCOTICOS,5179
Nov 1 2015,PANDILLAS JUVENILES,317
Nov 1 2015,PATOLOGIA GINECOBSTETRICA,1267
Nov 1 2015,PERSONA O VEHICULO SOSPECHOSO,10138
Nov 1 2015,PERSONA PIDIENDO AUXILIO,1383
Nov 1 2015,PERSONA TENDIDA EN LA VIA,1075
Nov 1 2015,PORTE ILEGAL DE ARMAS,2137
Nov 1 2015,PREVENCION,6
Nov 1 2015,QUEMADURAS,74
Nov 1 2015,QUEMAS PROHIBIDAS,828
Nov 1 2015,RAPTO / SECUESTRO,842
Nov 1 2015,REMISION DINEROS / ACOMPAÑAMIENTO,5473
Nov 1 2015,RESCATES,241
Nov 1 2015,RESCATES MONTAÑA,2
Nov 1 2015,RESTOS HUMANOS,11
Nov 1 2015,RIÑA,43689
Nov 1 2015,SANGRADO VAGINAL,7
Nov 1 2015,SINTOMAS GASTROINTESTINALES,2004
Nov 1 2015,SISMO,2
Nov 1 2015,SOLICITUD APOYO / DESACATO,1459
Nov 1 2015,SUPLANTACION DE PROFESION U OFICIO,384
Nov 1 2015,TRASTORNO MENTAL,3434
Nov 1 2015,VEHICULO ABANDONADO/MAL ESTACIONADO,14431
Nov 1 2015,VEHICULO HURTADO,1210
Nov 1 2015,VEHICULO PELIGROSO,4479
Nov 1 2015,VEHICULO RECUPERADO,96
Nov 1 2015,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,2669
Nov 1 2015,VERIFICAR SITUACION,14419
Nov 1 2015,VIOLENCIA SEXUAL,460
Nov 1 2016,ABEJAS,438
Nov 1 2016,ABORTO,7
Nov 1 2016,ABRIR DOMICILIO,245
Nov 1 2016,ACCIDENTE CEREBRO VASCULAR,1148
Nov 1 2016,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,25765
Nov 1 2016,ACCIDENTE TRANSITO SIMPLE,25775
Nov 1 2016,ACCION SUBVERSIVA,1
Nov 1 2016,ACTOS CONTRA EL AMBIENTE,2428
Nov 1 2016,ALARMA,2808
Nov 1 2016,ALTERACION DEL ORDEN PUBLICO,27333
Nov 1 2016,AMENAZA DE RUINA,80
Nov 1 2016,ANIMAL ATRAPADO,384
Nov 1 2016,ANIMAL MALTRATADO,2392
Nov 1 2016,ANIMAL PELIGROSO,1226
Nov 1 2016,ATRACO / HURTO EN PROCESO,9871
Nov 1 2016,CAIDA DE ALTURA,1190
Nov 1 2016,CONVULSION,2321
Nov 1 2016,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,3053
Nov 1 2016,DAÑOS EN SERVICIOS PUBLICOS,4754
Nov 1 2016,DELINCUENTE CAPTURADO POR CIVIL,2558
Nov 1 2016,DESARME,2
Nov 1 2016,DESLIZAMIENTO,96
Nov 1 2016,DISPAROS,1337
Nov 1 2016,DOLOR TORACICO,1029
Nov 1 2016,ELECTROCUCION / RESCATE,50
Nov 1 2016,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,1179
Nov 1 2016,EMBRIAGUEZ,4044
Nov 1 2016,ENFERMO,2833
Nov 1 2016,EVENTO RESPIRATORIO,2985
Nov 1 2016,EXHIBICIONES Y/O ACTOS OBSCENOS,510
Nov 1 2016,EXPLOSION,88
Nov 1 2016,EXTRAVIADOS / DESAPARECIDOS,1780
Nov 1 2016,FUGA DE GAS NATURAL O PROPANO,1261
Nov 1 2016,FUGA DE PRESOS,118
Nov 1 2016,HABITANTE DE LA CALLE,3234
Nov 1 2016,HALLAZGO DE EXPLOSIVOS,119
Nov 1 2016,HERIDOS,3190
Nov 1 2016,HURTO EFECTUADO,3298
Nov 1 2016,INCENDIO CON MATPEL,64
Nov 1 2016,INCENDIO ESTRUCTURAL,1039
Nov 1 2016,INCENDIO FORESTAL,297
Nov 1 2016,INCENDIO VEHICULAR,231
Nov 1 2016,INCIDENTE RESCATE ACUATICO,136
Nov 1 2016,INCONSCIENTE/PARO CARDIORRESPIRATORIO,5586
Nov 1 2016,INDEBIDO USO DE ESTABLECIMIENTO,209
Nov 1 2016,INFORMACION CONFIDENCIAL,658
Nov 1 2016,INTENTO DE SUICIDIO,1276
Nov 1 2016,INTENTO/VIOLACION DE DOMICILIO,1098
Nov 1 2016,INTOXICACION,905
Nov 1 2016,INUNDACION,1488
Nov 1 2016,INVASION DE TERRENO O EDIFICIO,231
Nov 1 2016,LESIONES PERSONALES,7083
Nov 1 2016,MALTRATO,2292
Nov 1 2016,MALTRATO A MUJER,10931
Nov 1 2016,MANIFESTACION / MOTIN,423
Nov 1 2016,MATPEL,683
Nov 1 2016,MENOR EN ESTABLECIMIENTO MAYORES,114
Nov 1 2016,MENOR O PERSONA ABANDONADA,518
Nov 1 2016,MOVILIDAD / SEÑALIZACION,5435
Nov 1 2016,MUERTE NATURAL,251
Nov 1 2016,MUERTO,136
Nov 1 2016,NARCOTICOS,5958
Nov 1 2016,PANDILLAS JUVENILES,259
Nov 1 2016,PATOLOGIA GINECOBSTETRICA,778
Nov 1 2016,PERSONA O VEHICULO SOSPECHOSO,10956
Nov 1 2016,PERSONA PIDIENDO AUXILIO,1355
Nov 1 2016,PERSONA TENDIDA EN LA VIA,920
Nov 1 2016,POLVORA,26
Nov 1 2016,PORTE ILEGAL DE ARMAS,1990
Nov 1 2016,PREVENCION,4
Nov 1 2016,QUEMADURAS,92
Nov 1 2016,QUEMAS PROHIBIDAS,576
Nov 1 2016,RAPTO / SECUESTRO,792
Nov 1 2016,REMISION DINEROS / ACOMPAÑAMIENTO,6640
Nov 1 2016,RESCATES,322
Nov 1 2016,RESCATES MONTAÑA,4
Nov 1 2016,RESTOS HUMANOS,20
Nov 1 2016,RIÑA,43622
Nov 1 2016,SANGRADO VAGINAL,39
Nov 1 2016,SINTOMAS GASTROINTESTINALES,1416
Nov 1 2016,SOLICITUD APOYO / DESACATO,1456
Nov 1 2016,SUPLANTACION DE PROFESION U OFICIO,537
Nov 1 2016,TRASTORNO MENTAL,3306
Nov 1 2016,VEHICULO ABANDONADO/MAL ESTACIONADO,14495
Nov 1 2016,VEHICULO HURTADO,1223
Nov 1 2016,VEHICULO PELIGROSO,5060
Nov 1 2016,VEHICULO RECUPERADO,96
Nov 1 2016,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,2665
Nov 1 2016,VERIFICAR SITUACION,15224
Nov 1 2016,VIOLENCIA SEXUAL,365
Nov 1 2017,ABEJAS,1050
Nov 1 2017,ABORTO,4
Nov 1 2017,ABRIR DOMICILIO,350
Nov 1 2017,ACCIDENTE CEREBRO VASCULAR,992
Nov 1 2017,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,12531
Nov 1 2017,ACCIDENTE TRANSITO SIMPLE,20765
Nov 1 2017,ACTOS CONTRA EL AMBIENTE,2434
Nov 1 2017,ALARMA,3182
Nov 1 2017,ALTERACION DEL ORDEN PUBLICO,31485
Nov 1 2017,AMENAZA DE RUINA,126
Nov 1 2017,ANIMAL ATRAPADO,368
Nov 1 2017,ANIMAL MALTRATADO,3404
Nov 1 2017,ANIMAL PELIGROSO,1392
Nov 1 2017,ATRACO / HURTO EN PROCESO,8644
Nov 1 2017,CAIDA DE ALTURA,849
Nov 1 2017,CONVULSION,1757
Nov 1 2017,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2737
Nov 1 2017,DAÑOS EN SERVICIOS PUBLICOS,1930
Nov 1 2017,DELINCUENTE CAPTURADO POR CIVIL,2663
Nov 1 2017,DESLIZAMIENTO,31
Nov 1 2017,DISPAROS,1121
Nov 1 2017,DOLOR TORACICO,982
Nov 1 2017,ELECTROCUCION / RESCATE,33
Nov 1 2017,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,733
Nov 1 2017,EMBRIAGUEZ,4666
Nov 1 2017,ENFERMO,2623
Nov 1 2017,EVENTO RESPIRATORIO,2540
Nov 1 2017,EXHIBICIONES Y/O ACTOS OBSCENOS,600
Nov 1 2017,EXPLOSION,79
Nov 1 2017,EXTRAVIADOS / DESAPARECIDOS,1469
Nov 1 2017,FUGA DE GAS NATURAL O PROPANO,859
Nov 1 2017,FUGA DE PRESOS,152
Nov 1 2017,HABITANTE DE LA CALLE,2614
Nov 1 2017,HALLAZGO DE EXPLOSIVOS,122
Nov 1 2017,HERIDOS,3043
Nov 1 2017,HURTO EFECTUADO,3205
Nov 1 2017,INCENDIO CON MATPEL,27
Nov 1 2017,INCENDIO ESTRUCTURAL,621
Nov 1 2017,INCENDIO FORESTAL,169
Nov 1 2017,INCENDIO VEHICULAR,108
Nov 1 2017,INCIDENTE RESCATE ACUATICO,49
Nov 1 2017,INCONSCIENTE/PARO CARDIORRESPIRATORIO,4008
Nov 1 2017,INDEBIDO USO DE ESTABLECIMIENTO,1092
Nov 1 2017,INFORMACION CONFIDENCIAL,579
Nov 1 2017,INTENTO DE SUICIDIO,660
Nov 1 2017,INTENTO/VIOLACION DE DOMICILIO,896
Nov 1 2017,INTOXICACION,611
Nov 1 2017,INUNDACION,1073
Nov 1 2017,INVASION DE TERRENO O EDIFICIO,160
Nov 1 2017,LESIONES PERSONALES,5621
Nov 1 2017,MALTRATO,1843
Nov 1 2017,MALTRATO A MUJER,11213
Nov 1 2017,MANIFESTACION / MOTIN,342
Nov 1 2017,MATPEL,257
Nov 1 2017,MENOR EN ESTABLECIMIENTO MAYORES,95
Nov 1 2017,MENOR O PERSONA ABANDONADA,568
Nov 1 2017,MOVILIDAD / SEÑALIZACION,4973
Nov 1 2017,MUERTE NATURAL,326
Nov 1 2017,MUERTO,158
Nov 1 2017,NARCOTICOS,7477
Nov 1 2017,PANDILLAS JUVENILES,171
Nov 1 2017,PATOLOGIA GINECOBSTETRICA,560
Nov 1 2017,PERSONA O VEHICULO SOSPECHOSO,9983
Nov 1 2017,PERSONA PIDIENDO AUXILIO,1249
Nov 1 2017,PERSONA TENDIDA EN LA VIA,681
Nov 1 2017,POLVORA,220
Nov 1 2017,PORTE ILEGAL DE ARMAS,1712
Nov 1 2017,QUEMADURAS,52
Nov 1 2017,QUEMAS PROHIBIDAS,628
Nov 1 2017,RAPTO / SECUESTRO,689
Nov 1 2017,REMISION DINEROS / ACOMPAÑAMIENTO,5000
Nov 1 2017,RESCATES,181
Nov 1 2017,RESCATES MONTAÑA,5
Nov 1 2017,RESTOS HUMANOS,12
Nov 1 2017,RIÑA,41658
Nov 1 2017,SANGRADO VAGINAL,66
Nov 1 2017,SINTOMAS GASTROINTESTINALES,1289
Nov 1 2017,SISMO,1
Nov 1 2017,SOLICITUD APOYO / DESACATO,1160
Nov 1 2017,SUPLANTACION DE PROFESION U OFICIO,469
Nov 1 2017,TRASTORNO MENTAL,1942
Nov 1 2017,VEHICULO ABANDONADO/MAL ESTACIONADO,8707
Nov 1 2017,VEHICULO HURTADO,1188
Nov 1 2017,VEHICULO PELIGROSO,3289
Nov 1 2017,VEHICULO RECUPERADO,106
Nov 1 2017,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,2270
Nov 1 2017,VERIFICAR SITUACION,15356
Nov 1 2017,VIOLENCIA SEXUAL,371
Nov 1 2018,ABEJAS,845
Nov 1 2018,ABRIR DOMICILIO,134
Nov 1 2018,ACCIDENTE CEREBRO VASCULAR,774
Nov 1 2018,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,10565
Nov 1 2018,ACCIDENTE TRANSITO SIMPLE,17482
Nov 1 2018,ACCION SUBVERSIVA,3
Nov 1 2018,ACTOS CONTRA EL AMBIENTE,2343
Nov 1 2018,ALARMA,3407
Nov 1 2018,ALTERACION DEL ORDEN PUBLICO,30035
Nov 1 2018,AMENAZA DE RUINA,55
Nov 1 2018,ANIMAL ATRAPADO,325
Nov 1 2018,ANIMAL MALTRATADO,2881
Nov 1 2018,ANIMAL PELIGROSO,1278
Nov 1 2018,ATRACO / HURTO EN PROCESO,8082
Nov 1 2018,CAIDA DE ALTURA,668
